,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,ADDRESS_clean,FullAddress,LAT_LONG,LAT,LONG,YEAR,MONTH
551,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1229, ,R4,1810 3 AVENUE,5B,10029,1,0,1,0,0,2005,2,R4,570220,3/29/17,1810 3 AVENUE,"1810 3 AVENUE New York, NY 10029","(40.78821,-73.94736)",40.78821,-73.94736,2017,3
223,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1430,1004, ,R9,"240 EAST 76TH STREET, 11P", ,10021,0,0,0,0,0,1957,2,R9,572000,2/28/18,240 EAST 76TH STREET,"240 EAST 76TH STREET New York, NY 10021","(40.77143, -73.956834)",40.77143,-73.956834,2018,2
2641,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1520,41, ,D4,"166 EAST 92ND STREET, 1C", ,10128,0,0,0,0,0,1941,2,D4,572000,5/23/17,166 EAST 92ND STREET,"166 EAST 92ND STREET New York, NY 10128","(40.782799,-73.951855)",40.782799,-73.951855,2017,5
1405,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1458,5, ,D4,"405 EAST 63RD STREET, 2F", ,10065,0,0,0,0,0,1957,2,D4,572500,8/16/17,405 EAST 63RD STREET,"405 EAST 63RD STREET New York, NY 10065","(40.7619643,-73.9593562)",40.7619643,-73.9593562,2017,8
20,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1680,1120, ,R4,330 EAST 109TH STREET,6B,10029,1,0,1,0,0,2007,2,R4,575000,1/18/18,330 EAST 109TH STREET,"330 EAST 109TH STREET New York, NY 10029","(40.7921486734694, -73.94030114)",40.79214867,-73.94030114,2018,1
564,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1681,1008, ,R4,2132 2 AVENUE,2D,10029,1,0,1,0,0,2006,2,R4,575000,12/1/17,2132 2 AVENUE,"2132 2 AVENUE New York, NY 10029","(40.5907062,-73.94834214)",40.5907062,-73.94834214,2017,12
1159,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1428,45, ,D4,"200 EAST 74TH STREET, 7J", ,10021,0,0,0,0,0,1962,2,D4,575000,10/20/17,200 EAST 74TH STREET,"200 EAST 74TH STREET New York, NY 10021","(40.7708195,-73.9595235)",40.7708195,-73.9595235,2017,10
1416,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1466,37, ,D4,"420 EAST 72ND   STREET, 8F", ,10021,0,0,0,0,0,1962,2,D4,575000,7/17/17,420 EAST 72ND   STREET,"420 EAST 72ND   STREET New York, NY 10021","(40.76732,-73.955269)",40.76732,-73.955269,2017,7
2386,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1497,41, ,D4,"1036 PARK AVENUE, 4C", ,10028,0,0,0,0,0,1957,2,D4,575000,8/14/17,1036 PARK AVENUE,"1036 PARK AVENUE New York, NY 10028","(40.780066,-73.957596)",40.780066,-73.957596,2017,8
2420,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1499,25, ,D4,"55 EAST 87TH STREET, 5C", ,10128,0,0,0,0,0,1963,2,D4,575000,10/3/17,55 EAST 87TH STREET,"55 EAST 87TH STREET New York, NY 10128","(40.781296,-73.957492)",40.781296,-73.957492,2017,10
2518,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1508,38, ,D4,"178 EAST 80TH STREET, 1C", ,10075,0,0,0,0,0,1973,2,D4,575000,10/26/17,178 EAST 80TH STREET,"178 EAST 80TH STREET New York, NY 10075","(40.775047,-73.957412)",40.775047,-73.957412,2017,10
2878,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1556,23, ,D4,"345 EAST 93 STREET, 10 J", ,10128,0,0,0,0,0,1974,2,D4,575000,5/8/17,345 EAST 93 STREET,"345 EAST 93 STREET New York, NY 10128","(40.7816977,-73.9466133)",40.7816977,-73.9466133,2017,5
3524,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1555,1190, ,R4,300 EAST 93RD   STREET,11C,10128,1,0,1,0,0,0,2,R4,575000,5/2/17,300 EAST 93RD   STREET,"300 EAST 93RD   STREET New York, NY 10128","(40.78194295,-73.94832134)",40.78194295,-73.94832134,2017,5
125,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1452,6, ,D4,"315 EAST 77TH STREET, 5E", ,10075,0,0,0,0,0,1928,2,D4,575125,1/12/18,315 EAST 77TH STREET,"315 EAST 77TH STREET New York, NY 10075","(40.771919, -73.9551546)",40.771919,-73.9551546,2018,1
992,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1408,22, ,D4,"155 EAST 73RD STREET, 7D", ,10021,0,0,0,0,0,1923,2,D4,575500,6/22/17,155 EAST 73RD STREET,"155 EAST 73RD STREET New York, NY 10021","(40.771035,-73.961282)",40.771035,-73.961282,2017,6
2103,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1444,1003, ,R9,"301 EAST 69TH STREET, 2B", ,10021,0,0,0,0,0,1963,2,R9,576000,12/26/17,301 EAST 69TH STREET,"301 EAST 69TH STREET New York, NY 10021","(40.766825,-73.959278)",40.766825,-73.959278,2017,12
547,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1271, ,R4,1810 THIRD AVENUE,10D,10029,1,0,1,0,0,2005,2,R4,577000,3/13/17,1810 THIRD AVENUE,"1810 THIRD AVENUE New York, NY 10029","(42.8002283,-73.9523152)",42.8002283,-73.9523152,2017,3
2312,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1567,40, ,C6,"414 EAST 88TH STREET, 2C", ,10128,0,0,0,0,0,1910,2,C6,578500,10/23/17,414 EAST 88TH STREET,"414 EAST 88TH STREET New York, NY 10128","(40.777736,-73.94764)",40.777736,-73.94764,2017,10
457,1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS             ,2,1602,60, ,D4,"12 EAST 97TH STREET, 7C", ,10029,0,0,0,0,0,1926,2,D4,580000,2/13/18,12 EAST 97TH STREET,"12 EAST 97TH STREET New York, NY 10029","(40.78801235, -73.95445716)",40.78801235,-73.95445716,2018,2
542,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1220, ,R4,1810 THIRD AVENUE,4A,10029,1,0,1,0,0,2005,2,R4,580000,5/16/17,1810 THIRD AVENUE,"1810 THIRD AVENUE New York, NY 10029","(42.8002283,-73.9523152)",42.8002283,-73.9523152,2017,5
1202,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1433,7, ,D4,"221 EAST 78TH STREET, 6B", ,10075,0,0,0,0,0,1948,2,D4,580000,5/11/17,221 EAST 78TH STREET,"221 EAST 78TH STREET New York, NY 10075","(40.7734237,-73.9568331)",40.7734237,-73.9568331,2017,5
1795,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1436,1234, ,R4,350 EAST 62ND   STREET,4F,10065,1,0,1,0,0,1916,2,R4,580000,6/7/17,350 EAST 62ND   STREET,"350 EAST 62ND   STREET New York, NY 10065","(40.7616488,-73.9612451)",40.7616488,-73.9612451,2017,6
2188,1,UPPER EAST SIDE (59-79),43 CONDO OFFICE BUILDINGS                  ,4,1457,1001, ,RB,403 EAST 62ND   STREET,PROF,10065,0,0,1,0,0,1985,4,RB,580000,11/6/17,403 EAST 62ND   STREET,"403 EAST 62ND   STREET New York, NY 10065","(40.761399,-73.960023)",40.761399,-73.960023,2017,11
2261,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1517,13, ,C6,"121 EAST 88TH STREET, 1B", ,10128,0,0,0,0,0,1910,2,C6,580000,3/20/17,121 EAST 88TH STREET,"121 EAST 88TH STREET New York, NY 10128","(40.7811809,-73.954939)",40.7811809,-73.954939,2017,3
3024,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1586,13, ,D4,"525 EAST 89TH, 3F", ,10128,0,0,0,0,0,1942,2,D4,580000,8/23/17,525 EAST 89TH,"525 EAST 89TH New York, NY 10128","(40.777446,-73.944477)",40.777446,-73.944477,2017,8
3526,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1555,1206, ,R4,300 EAST 93RD   STREET,28C,10128,1,0,1,0,0,0,2,R4,580000,8/28/17,300 EAST 93RD   STREET,"300 EAST 93RD   STREET New York, NY 10128","(40.78194295,-73.94832134)",40.78194295,-73.94832134,2017,8
3529,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1555,1246, ,R4,300 EAST 93RD   STREET,28D,10128,1,0,1,0,0,0,2,R4,582000,11/2/17,300 EAST 93RD   STREET,"300 EAST 93RD   STREET New York, NY 10128","(40.78194295,-73.94832134)",40.78194295,-73.94832134,2017,11
2884,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1559,10, ,D4,"425 EAST 79TH STREET, 3L1", ,10075,0,0,0,0,0,1955,2,D4,582500,5/4/17,425 EAST 79TH STREET,"425 EAST 79TH STREET New York, NY 10075","(40.771968,-73.951396)",40.771968,-73.951396,2017,5
145,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1483,38, ,D4,"520 EAST 72ND STREET, 4S", ,10021,0,0,0,0,0,1964,2,D4,585000,1/17/18,520 EAST 72ND STREET,"520 EAST 72ND STREET New York, NY 10021","(40.7662, -73.952635)",40.7662,-73.952635,2018,1
348,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1566,1, ,D4,"401 EAST 86TH STREET, 19M", ,10028,0,0,0,0,0,1963,2,D4,585000,1/30/18,401 EAST 86TH STREET,"401 EAST 86TH STREET New York, NY 10028","(40.776784, -73.948711)",40.776784,-73.948711,2018,1
355,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1576,5, ,D4,"505 EAST 79TH STREET, 11D", ,10075,0,0,0,0,0,1963,2,D4,585000,1/11/18,505 EAST 79TH STREET,"505 EAST 79TH STREET New York, NY 10075","(40.771186, -73.949538)",40.771186,-73.949538,2018,1
1080,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1418,1, ,D4,"205 EAST 63RD STREET, 3E", ,10065,0,0,0,0,0,1963,2,D4,585000,5/10/17,205 EAST 63RD STREET,"205 EAST 63RD STREET New York, NY 10065","(40.7639362,-73.9641732)",40.7639362,-73.9641732,2017,5
1401,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1458,5, ,D4,"405 EAST 63RD   STREET, 11H", ,10065,0,0,0,0,0,1957,2,D4,585000,8/1/17,405 EAST 63RD   STREET,"405 EAST 63RD   STREET New York, NY 10065","(40.76194,-73.959428)",40.76194,-73.959428,2017,8
2133,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1450,1002, ,R9,"333 EAST 75TH STREET, 3B", ,10021,0,0,0,0,0,1961,2,R9,585000,12/20/17,333 EAST 75TH STREET,"333 EAST 75TH STREET New York, NY 10021","(40.7702167,-73.9551702)",40.7702167,-73.9551702,2017,12
2612,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,49, ,D4,"1349 LEXINGTON AVENUE, 4A", ,10128,0,0,0,0,0,1922,2,D4,585000,3/7/17,1349 LEXINGTON AVENUE,"1349 LEXINGTON AVENUE New York, NY 10128","(40.781806,-73.953723)",40.781806,-73.953723,2017,3
3285,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1537,2127, ,R4,1641 THIRD AVENUE,6B,10128,1,0,1,0,0,0,2,R4,585000,5/8/17,1641 THIRD AVENUE,"1641 THIRD AVENUE New York, NY 10128","(40.7823182,-73.9510067)",40.7823182,-73.9510067,2017,5
3712,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1253, ,R4,1810 3 AVENUE,8B,10029,1,0,1, -  , -  ,2005,2,R4,585292,1/17/17,40.78821,-73.94736,"(40.78821, -73.94736)",40.78821,-73.94736,2017,1
1396,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1456,26, ,D4,"440 EAST 62ND STREET, 20D", ,10065,0,0,0,0,0,1960,2,D4,587000,3/9/17,440 EAST 62ND STREET,"440 EAST 62ND STREET New York, NY 10065","(40.76058,-73.958727)",40.76058,-73.958727,2017,3
2481,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1505,44, ,D4,"64 EAST 94TH STREET, 2B", ,10128,0,0,0,0,0,1962,2,D4,587500,4/27/17,64 EAST 94TH STREET,"64 EAST 94TH STREET New York, NY 10128","(40.7854217999999,-73.9544887)",40.7854218,-73.9544887,2017,4
3533,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1555,1241, ,R4,300 EAST 93RD STREET,23D,10128,1,0,1,0,0,0,2,R4,588000,7/26/17,300 EAST 93RD STREET,"300 EAST 93RD STREET New York, NY 10128","(40.7819235,-73.9483353999999)",40.7819235,-73.9483354,2017,7
2797,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1543,18, ,D4,"333 EAST 80TH STREET, 3B", ,10075,0,0,0,0,0,1920,2,D4,589000,8/7/17,333 EAST 80TH STREET,"333 EAST 80TH STREET New York, NY 10075","(40.773503,-73.95277)",40.773503,-73.95277,2017,8
134,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1460,17, ,D4,"435 EAST 65TH STREET, 9E", ,10065,0,0,0,0,0,1963,2,D4,590000,1/24/18,435 EAST 65TH STREET,"435 EAST 65TH STREET New York, NY 10065","(40.762786, -73.957569)",40.762786,-73.957569,2018,1
146,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1483,38, ,D4,"520 EAST 72ND STREET, 11H", ,10021,0,0,0,0,0,1964,2,D4,590000,2/13/18,520 EAST 72ND STREET,"520 EAST 72ND STREET New York, NY 10021","(40.7662, -73.952635)",40.7662,-73.952635,2018,2
538,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS              ,2,1630,1011, ,R2,169 EAST 102ND STREET,3C,10029,1,0,1,0,0,1920,2,R2,590000,7/26/17,169 EAST 102ND STREET,"169 EAST 102ND STREET New York, NY 10029","(40.789541,-73.94728329)",40.789541,-73.94728329,2017,7
548,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1216, ,R4,194 EAST 101 STREET,3A,10029,1,0,1,0,0,2005,2,R4,590000,3/31/17,194 EAST 101 STREET,"194 EAST 101 STREET New York, NY 10029","(40.788449,-73.947436)",40.788449,-73.947436,2017,3
1369,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1452,6, ,D4,"315 EAST 77TH STREET, 3H", ,10075,0,0,0,0,0,1928,2,D4,590000,8/17/17,315 EAST 77TH STREET,"315 EAST 77TH STREET New York, NY 10075","(40.771919,-73.9551546)",40.771919,-73.9551546,2017,8
2021,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1395,1002, ,R9,"166 EAST 61ST STREET, 9P", ,10065,0,0,0,0,0,1963,2,R9,590000,4/14/17,166 EAST 61ST STREET,"166 EAST 61ST STREET New York, NY 10065","(40.76294,-73.966292)",40.76294,-73.966292,2017,4
2083,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1433,1002, ,R9,"205 EAST 78TH STREET, 7B", ,10075,0,0,0,0,0,1931,2,R9,590000,12/18/17,205 EAST 78TH STREET,"205 EAST 78TH STREET New York, NY 10075","(40.7735677,-73.9574003)",40.7735677,-73.9574003,2017,12
2128,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1450,1002, ,R9,"333 EAST 75TH STREET, 4-E", ,10021,0,0,0,0,0,1961,2,R9,590000,5/30/17,333 EAST 75TH STREET,"333 EAST 75TH STREET New York, NY 10021","(40.7702167,-73.9551702)",40.7702167,-73.9551702,2017,5
216,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1395,1002, ,R9,"166 EAST 61ST STREET, 1C", ,10065,0,0,0,0,0,1963,2,R9,595000,1/8/18,166 EAST 61ST STREET,"166 EAST 61ST STREET New York, NY 10065","(40.76294, -73.966292)",40.76294,-73.966292,2018,1
543,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1244, ,R4,1810 THIRD AVENUE,7A,10029,1,0,1,0,0,2005,2,R4,595000,4/20/17,1810 THIRD AVENUE,"1810 THIRD AVENUE New York, NY 10029","(42.8002283,-73.9523152)",42.8002283,-73.9523152,2017,4
545,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1269, ,R4,1810 THIRD AVENUE,10B,10029,1,0,1,0,0,2005,2,R4,595000,3/24/17,1810 THIRD AVENUE,"1810 THIRD AVENUE New York, NY 10029","(42.8002283,-73.9523152)",42.8002283,-73.9523152,2017,3
546,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1270, ,R4,1810 THIRD AVENUE,10C,10029,1,0,1,0,0,2005,2,R4,595000,5/9/17,1810 THIRD AVENUE,"1810 THIRD AVENUE New York, NY 10029","(42.8002283,-73.9523152)",42.8002283,-73.9523152,2017,5
1470,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1487,39, ,D4,"520 EAST 76TH STREET, 9H", ,10021,0,0,0,0,0,1964,2,D4,595000,10/27/17,520 EAST 76TH STREET,"520 EAST 76TH STREET New York, NY 10021","(40.7687718,-73.9509298999999)",40.7687718,-73.9509299,2017,10
1792,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1436,1066, ,R4,300 EAST 62ND   STREET,1605,10065,1,0,1,0,0,1985,2,R4,595000,10/17/17,300 EAST 62ND   STREET,"300 EAST 62ND   STREET New York, NY 10065","(40.7622436,-73.9627946)",40.7622436,-73.9627946,2017,10
2294,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1540,34, ,C6,"226 EAST 95TH STREET, 506", ,10128,0,0,0,0,0,1920,2,C6,595000,10/10/17,226 EAST 95TH STREET,"226 EAST 95TH STREET New York, NY 10128","(40.783808,-73.948381)",40.783808,-73.948381,2017,10
2829,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1550,1, ,D4,"301 EAST 87TH STREET, 10C", ,10128,0,0,0,0,0,1973,2,D4,595000,9/15/17,301 EAST 87TH STREET,"301 EAST 87TH STREET New York, NY 10128","(40.778532,-73.9508185)",40.778532,-73.9508185,2017,9
2867,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1556,23, ,D4,"345 EAST 93RD STREET, 16G", ,10128,0,0,0,0,0,1974,2,D4,595000,5/18/17,345 EAST 93RD STREET,"345 EAST 93RD STREET New York, NY 10128","(40.781566,-73.946314)",40.781566,-73.946314,2017,5
2929,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1566,1, ,D4,"401 EAST 86TH STREET, 17N", ,10028,0,0,0,0,0,1963,2,D4,595000,6/9/17,401 EAST 86TH STREET,"401 EAST 86TH STREET New York, NY 10028","(40.776784,-73.948711)",40.776784,-73.948711,2017,6
3656,1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS             ,2,1602,60, ,D4,"12 EAST 97TH STREET, 3D", ,10029,0,0,0,0,0,1926,2,D4,595000,4/3/17,12 EAST 97TH STREET,"12 EAST 97TH STREET New York, NY 10029","(40.78801235,-73.95445716)",40.78801235,-73.95445716,2017,4
3709,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1204, ,R4,1810 3 AVENUE,2A,10029,1,0,1, -  , -  ,2005,2,R4,595000,2/28/17,40.78821,-73.94736,"(40.78821, -73.94736)",40.78821,-73.94736,2017,2
2584,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,20, ,D4,"145 EAST 84TH STREET, 3G", ,10028,0,0,0,0,0,1963,2,D4,597000,4/17/17,145 EAST 84TH STREET,"145 EAST 84TH STREET New York, NY 10028","(40.7782061,-73.9562191999999)",40.7782061,-73.9562192,2017,4
710,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1489,37, ,C6,"508 EAST 78TH STREET, 5N", ,10075,0,0,0,0,0,1910,2,C6,597500,11/15/17,508 EAST 78TH STREET,"508 EAST 78TH STREET New York, NY 10075","(40.7700591,-73.9500803999999)",40.7700591,-73.9500804,2017,11
51,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1393,27, ,D4,"51 EAST 78TH STREET, 1A", ,10075,0,0,0,0,0,1920,2,D4,599000,2/13/18,51 EAST 78TH STREET,"51 EAST 78TH STREET New York, NY 10075","(40.775443, -73.961904)",40.775443,-73.961904,2018,2
2747,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1533,122, ,D4,"235 EAST 87TH STREET, 3-H", ,10128,0,0,0,0,0,1962,2,D4,599000,11/6/17,235 EAST 87TH STREET,"235 EAST 87TH STREET New York, NY 10128","(40.77903835,-73.95187455)",40.77903835,-73.95187455,2017,11
2819,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1549,18, ,D4,"345 EAST 86TH STREET, 18A", ,10028,0,0,0,0,0,1971,2,D4,599000,7/11/17,345 EAST 86TH STREET,"345 EAST 86TH STREET New York, NY 10028","(40.7774427,-73.94991834)",40.7774427,-73.94991834,2017,7
187,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1436,1288, ,R4,350 EAST 62ND   STREET,3S,10065,1,0,1,0,0,1916,2,R4,600000,1/5/18,350 EAST 62ND   STREET,"350 EAST 62ND   STREET New York, NY 10065","(40.7616488, -73.9612451)",40.7616488,-73.9612451,2018,1
231,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1449,1302, ,R9,"343 EAST 74TH   STREET, 7K", ,10021,0,0,0,0,0,1986,2,R9,600000,2/7/18,343 EAST 74TH   STREET,"343 EAST 74TH   STREET New York, NY 10021","(40.7695382, -73.9557666)",40.7695382,-73.9557666,2018,2
544,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1261, ,R4,1810 THIRD AVENUE,9B,10029,1,0,1,0,0,2005,2,R4,600000,4/19/17,1810 THIRD AVENUE,"1810 THIRD AVENUE New York, NY 10029","(42.8002283,-73.9523152)",42.8002283,-73.9523152,2017,4
742,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1380,23, ,D4,"27 EAST 65TH STREET, 8C", ,10065,0,0,0,0,0,1963,2,D4,600000,4/25/17,27 EAST 65TH STREET,"27 EAST 65TH STREET New York, NY 10065","(40.76734,-73.968406)",40.76734,-73.968406,2017,4
893,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1397,69, ,D4,"575 PARK AVENUE, 806", ,10065,0,0,0,0,0,1927,2,D4,600000,3/28/17,575 PARK AVENUE,"575 PARK AVENUE New York, NY 10065","(40.7650219999999,-73.9676308)",40.765022,-73.9676308,2017,3
1088,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1421,1, ,D4,"201 EAST 66TH STREET, 4F", ,10065,0,0,0,0,0,1961,2,D4,600000,8/2/17,201 EAST 66TH STREET,"201 EAST 66TH STREET New York, NY 10065","(40.7658889,-73.9630197)",40.7658889,-73.9630197,2017,8
1178,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1431,21, ,D4,"241 EAST 76TH STREET, 6E", ,10075,0,0,0,0,0,1959,2,D4,600000,6/13/17,241 EAST 76TH STREET,"241 EAST 76TH STREET New York, NY 10075","(40.771615,-73.956723)",40.771615,-73.956723,2017,6
1232,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1440,5, ,D4,"315 EAST 65TH STREET, PHA", ,10065,0,0,0,0,0,1962,2,D4,600000,8/7/17,315 EAST 65TH STREET,"315 EAST 65TH STREET New York, NY 10065","(40.7642023,-73.96067473)",40.7642023,-73.96067473,2017,8
1435,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1471,45, ,D4,"400 EAST 77TH STREET, 3C", ,10075,0,0,0,0,0,1964,2,D4,600000,3/13/17,400 EAST 77TH STREET,"400 EAST 77TH STREET New York, NY 10075","(40.7707233,-73.9533503999999)",40.7707233,-73.9533504,2017,3
1457,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1473,18, ,D4,"440 EAST 79TH STREET, 8N", ,10075,0,0,0,0,0,1956,2,D4,600000,12/29/17,440 EAST 79TH STREET,"440 EAST 79TH STREET New York, NY 10075","(40.77167,-73.951506)",40.77167,-73.951506,2017,12
2087,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1433,1002, ,R9,"205 E. 78 STREET, 5B", ,10075,0,0,0,0,0,1931,2,R9,600000,10/13/17,205 E. 78 STREET,"205 E. 78 STREET New York, NY 10075","(40.773519,-73.957347)",40.773519,-73.957347,2017,10
2729,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1532,22, ,D4,"250 EAST 87TH STREET, 5F", ,10028,0,0,0,0,0,1970,2,D4,600000,8/17/17,250 EAST 87TH STREET,"250 EAST 87TH STREET New York, NY 10028","(40.778543,-73.951672)",40.778543,-73.951672,2017,8
2832,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1550,7, ,D4,"309 EAST 87TH   STREET, 70", ,10128,0,0,0,0,0,1959,2,D4,600000,4/28/17,309 EAST 87TH   STREET,"309 EAST 87TH   STREET New York, NY 10128","(40.778138,-73.949969)",40.778138,-73.949969,2017,4
2871,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1556,23, ,D4,"345 EAST 93RD STREET, 11J", ,10128,0,0,0,0,0,1974,2,D4,600000,7/25/17,345 EAST 93RD STREET,"345 EAST 93RD STREET New York, NY 10128","(40.781566,-73.946314)",40.781566,-73.946314,2017,7
2842,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1551,5, ,D4,"305 EAST 88, 4B", ,10128,0,0,0,0,0,1929,2,D4,605000,12/29/17,305 EAST 88,"305 EAST 88 New York, NY 10128","(40.779014,-73.95014)",40.779014,-73.95014,2017,12
